Gene	Publication link	Publication DOI	Year	uniprot link	uniprot ID 
hmw2C	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424476	2023	https://www.uniprot.org/uniprotkb/Q48030/entry	Q48030
hmw1B	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424474	2023	https://www.uniprot.org/uniprotkb/Q48032/entry	Q48032
hmw1C	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424475	2023	https://www.uniprot.org/uniprotkb/Q48033/entry	Q48033
Tbp1	https://pubmed.ncbi.nlm.nih.gov/34237220/ 	10.1139/cjm-2020-0539	2021	https://www.uniprot.org/uniprotkb/Q48037/entry	Q48037
hia	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424475	2023	https://www.uniprot.org/uniprotkb/Q48152/entry	Q48152
Hia	https://pubmed.ncbi.nlm.nih.gov/32785145/	10.3390/ijms21165741	2020	https://www.uniprot.org/uniprotkb/Q48152/entry	Q48152
hia	https://pubmed.ncbi.nlm.nih.gov/22919615/ 	10.3389/fcimb.2012.00023	2012	https://www.uniprot.org/uniprotkb/Q48152/entry	Q48152
acs	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424470	2023	https://www.uniprot.org/uniprotkb/Q48154/entry	Q48154
bcs	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424471	2023	https://www.uniprot.org/uniprotkb/Q48230/entry	Q48230
fcs	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424469	2023	https://www.uniprot.org/uniprotkb/Q48IZ8/entry	Q48IZ8
Capb	https://pubmed.ncbi.nlm.nih.gov/32859435/	10.1016/j.vaccine.2020.08.022	2020	https://www.uniprot.org/uniprotkb/Q48LT5/entry	Q48LT5
NTHI1441	https://pubmed.ncbi.nlm.nih.gov/31427451/	10.1128/IAI.00462-19	2019	https://www.uniprot.org/uniprotkb/Q4QL36/entry	Q4QL36
pdgX	https://pubmed.ncbi.nlm.nih.gov/22919615/ 	10.3389/fcimb.2012.00023	2012	https://www.uniprot.org/uniprotkb/Q4QMX3/entry	Q4QMX3
vapX	https://pubmed.ncbi.nlm.nih.gov/23157645/	10.1186/1471-2180-12-263	2012	https://www.uniprot.org/uniprotkb/Q4QN94/entry	Q4QN94
vapD	https://pubmed.ncbi.nlm.nih.gov/23157645/	10.1186/1471-2180-12-263	2012	https://www.uniprot.org/uniprotkb/Q4QN95/entry	Q4QN95
lic2b	https://pubmed.ncbi.nlm.nih.gov/22970300/	10.1371/journal.pone.0044730	2012	https://www.uniprot.org/uniprotkb/Q57394/entry	Q57394
orfZ	https://pubmed.ncbi.nlm.nih.gov/22919615/ 	10.3389/fcimb.2012.00023	2012	https://www.uniprot.org/uniprotkb/Q58LW9/entry	Q58LW9
comF	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424477	2023	https://www.uniprot.org/uniprotkb/Q5D8D4/entry	Q5D8D4
comE	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424476	2023	https://www.uniprot.org/uniprotkb/Q5D8D5/entry	Q5D8D5
comD	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424475	2023	https://www.uniprot.org/uniprotkb/Q5D8D6/entry	Q5D8D6
comC	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424474	2023	https://www.uniprot.org/uniprotkb/Q5D8D7/entry	Q5D8D7
comB	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424473	2023	https://www.uniprot.org/uniprotkb/Q5D8D8/entry	Q5D8D8
comA	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424472	2023	https://www.uniprot.org/uniprotkb/Q5D8D9/entry	Q5D8D9
pilD	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424474	2023	https://www.uniprot.org/uniprotkb/Q5D8E0/entry	Q5D8E0
pilC	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424473	2023	https://www.uniprot.org/uniprotkb/Q5D8E1/entry	Q5D8E1
pilB	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424472	2023	https://www.uniprot.org/uniprotkb/Q5D8E2/entry	Q5D8E2 
pilA	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424471	2023	https://www.uniprot.org/uniprotkb/Q5D8E3/entry	Q5D8E3 
lctP	https://pubmed.ncbi.nlm.nih.gov/22919615/ 	10.3389/fcimb.2012.00023	2012	https://www.uniprot.org/uniprotkb/Q5SF32/entry	Q5SF32
hmw2A	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424474	2023	https://www.uniprot.org/uniprotkb/Q6H1A0/entry	Q6H1A0
Hmw2	https://pubmed.ncbi.nlm.nih.gov/32785145/	10.3390/ijms21165740	2020	https://www.uniprot.org/uniprotkb/Q6H1A0/entry	Q6H1A0
hmw2	https://pubmed.ncbi.nlm.nih.gov/22970300/	10.1371/journal.pone.0044730	2012	https://www.uniprot.org/uniprotkb/Q6H1A0/entry	Q6H1A0
hcsB	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424469	2023	https://www.uniprot.org/uniprotkb/Q7WRG5/entry	Q7WRG5
orfH	https://pubmed.ncbi.nlm.nih.gov/22919615/ 	10.3389/fcimb.2012.00023	2012	https://www.uniprot.org/uniprotkb/Q83T97/entry	Q83T97
rfaF	https://pubmed.ncbi.nlm.nih.gov/22919615/ 	10.3389/fcimb.2012.00023	2012	https://www.uniprot.org/uniprotkb/Q83UA2/entry	Q83UA2
opsX	https://pubmed.ncbi.nlm.nih.gov/23980106/	10.1128/IAI.00492-13	2013	https://www.uniprot.org/uniprotkb/Q83UD3/entry	Q83UD3
opsX	https://pubmed.ncbi.nlm.nih.gov/22919615/ 	10.3389/fcimb.2012.00023	2012	https://www.uniprot.org/uniprotkb/Q83UD3/entry	Q83UD3
lic2A	https://pubmed.ncbi.nlm.nih.gov/23980106/	10.1128/IAI.00492-13	2013	https://www.uniprot.org/uniprotkb/Q83UM7/entry	Q83UM7
lic2A	https://pubmed.ncbi.nlm.nih.gov/16177385/	10.1128/IAI.73.10.7022-7026.2005	2005	https://www.uniprot.org/uniprotkb/Q83UM7/entry	Q83UM7
lic2A	https://pubmed.ncbi.nlm.nih.gov/22919615/ 	10.3389/fcimb.2012.00023	2012	https://www.uniprot.org/uniprotkb/Q83UM7/entry	Q83UM7
lgtC	https://pubmed.ncbi.nlm.nih.gov/16177385/	10.1128/IAI.73.10.7022-7026.2005	2005	https://www.uniprot.org/uniprotkb/Q83V78/entry	Q83V78
lgtC	https://pubmed.ncbi.nlm.nih.gov/22919615/ 	10.3389/fcimb.2012.00023	2012	https://www.uniprot.org/uniprotkb/Q83V78/entry	Q83V78
lex2	https://pubmed.ncbi.nlm.nih.gov/16177385/	10.1128/IAI.73.10.7022-7026.2005	2005	https://www.uniprot.org/uniprotkb/Q8L2H7/entry	Q8L2H7
wbaP	https://pubmed.ncbi.nlm.nih.gov/35401483/	10.3389/fmicb.2022.856888	2022	https://www.uniprot.org/uniprotkb/Q8RLZ3/entry	Q8RLZ3
lav	https://pubmed.ncbi.nlm.nih.gov/25763053/	10.1590/s1517-83822014000400040	2015	https://www.uniprot.org/uniprotkb/Q93N95/entry	Q93N95
lic1	https://pubmed.ncbi.nlm.nih.gov/30096783/	10.3390/molecules23081979	2018	https://www.uniprot.org/uniprotkb/Q99309/entry	Q99309
lic1	https://pubmed.ncbi.nlm.nih.gov/23980106/	10.1128/IAI.00492-13	2013	https://www.uniprot.org/uniprotkb/Q99309/entry	Q99309
orfE	https://pubmed.ncbi.nlm.nih.gov/35401483/	10.3389/fmicb.2022.856886	2022	https://www.uniprot.org/uniprotkb/Q9K392/entry	Q9K392
hgbA	https://pubmed.ncbi.nlm.nih.gov/22970300/	10.1371/journal.pone.0044730	2012	https://www.uniprot.org/uniprotkb/Q9KIV2/entry	Q9KIV2
tig	https://pubmed.ncbi.nlm.nih.gov/22919615/ 	10.3389/fcimb.2012.00023	2012	https://www.uniprot.org/uniprotkb/Q9S657/entry	Q9S657
ccs	https://pubmed.ncbi.nlm.nih.gov/37605758/	10.2147/IDR.S424472	2023	https://www.uniprot.org/uniprotkb/W8V0H6/entry	W8V0H6
